X,Y,objectid,pws_id,pws_type,county,owner,federal_id,state_id,source_typ,source_nam,source_ava,well_yield,well_depth,reg_name,system_nam,system_add,system_cit,system_sta,system_zip,system_con,system_pop,owner_addr,owner_city,owner_stat,owner_zip,wsw_class,intake_loc,pws_type_d
328891.622097415,182557.569900343,1917,NC0175418,Non-Community Transient,POLK,PLEASANT GROVE BAPTIST CHURCH_0175418,18687,W01,Groundwater,WELL #1,Permanent,70,160,ASHEVILLE REGIONAL OFFICE,PLEASANT GROVE BAPT CHURCH,2790 POLK COUNTY LINE ROAD,MILL SPRING,NC,28756,2,50,556 HELTON LANE,MILL SPRING,NC,28756, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
327923.046897417,178610.005700337,1918,NC0175424,Non-Community Transient,POLK,PEA RIDGE BAPTIST CHURCH_175424,70467,W02,Groundwater,WELL# 2,Permanent,75,290,ASHEVILLE REGIONAL OFFICE,PEA RIDGE BAPTIST CHURCH,8732 NC HWY 108 E,MILL SPRING,NC,28756,2,100,8732 HWY 108 EAST,MILL SPRING,NC,28756, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
337930.597497416,165330.794800345,1919,NC0175426,Non-Community Transient,POLK,SANDY SPRING BAPTIST CH_175426,18695,W01,Groundwater,WELL #1,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,SANDY SPRINGS BAPTIST CHURCH,382 SANDY SPRINGS RD,RUTHERFORDTON,NC,28139,2,70,382 SANDY SPRINGS RD,RUTHERFORDTON,NC,28139, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
325165.408397419,170907.370900346,1920,NC0175433,Non-Community Transient,POLK,PENIEL BAPTIST CHURCH_175433,18702,W01,Groundwater,WELL #1,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,PENIEL BAPTIST CHURCH,5360 PENIEL ROAD,COLUMBUS,NC,28722,2,100,5360 PENIEL RD,TRYON,NC,28782, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
338219.304197422,168899.907800347,1921,NC0175435,Non-Community Transient,POLK,MEADOWBROOK GOLF COURSE,18705,W02,Groundwater,WELL #2 BARN,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,MEADOWBROOK GOLF COURSE,1211 MEADOWBROOK RD,RUTHERFORDTON,NC,28139,2,80,1211 MEADOWBROOK ROAD,RUTHERFORDTON,NC,28139, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
324904.580897419,166707.565900344,1922,NC0175441,Non-Community Transient,POLK,UNION GROVE BAPTIST CH_0175441,18711,W01,Groundwater,WELL #1,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,UNION GROVE BAPTIST CHURCH,3354 LANDRUM RD,COLUMBUS,NC,28722,2,30,PO BOX 1029,COLUMBUS,NC,28722, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
307065.944097421,171622.472100344,1923,NC0175446,Non-Community Transient,POLK,"CHASNARA, LLC",18716,W01,Groundwater,WELL #1,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,SALUDA MOUNTAIN LODGE,1793 HOLBERT COVE RD,SALUDA,NC,28773,1,40,1793 HOLBERT COVE RD,SALUDA,NC,28773, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
304979.971597415,165793.746600337,1924,NC0175475,Non-Community Transient,POLK,"HALL, KIRK",18740,W01,Groundwater,WELL #1,Permanent,70,375,ASHEVILLE REGIONAL OFFICE,ORCHARD LAKE CAMPGROUND,460 ORCHARD LAKE RD,SALUDA,NC,28773,140,280,460 ORCHARD LAKE RD,SALUDA,NC,28773, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
304526.006297421,165878.103300344,1925,NC0175475,Non-Community Transient,POLK,"HALL, KIRK",78824,W02,Groundwater,WELL #2,Permanent,10,0,ASHEVILLE REGIONAL OFFICE,ORCHARD LAKE CAMPGROUND,460 ORCHARD LAKE RD,SALUDA,NC,28773,140,280,460 ORCHARD LAKE RD,SALUDA,NC,28773, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
331572.183997421,169761.790600346,1926,NC0175479,Non-Community Transient,POLK,MILL CRK CH OF THE BRETHREN,18741,W01,Groundwater,WELL #1,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,MILL CRK CH OF THE BRETHREN,1401 COXE RD,TRYON,NC,28782,1,50,1401 COXE RD,TRYON,NC,28782, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
332621.51139742,170669.237300346,1927,NC0175481,Non-Community Transient,POLK,GREEN CREEK MISSIONARY BAPTIST,18743,W01,Groundwater,WELL #1,Permanent,70,0,ASHEVILLE REGIONAL OFFICE,GREEN CRK MISSIONARY BAPTIST,2382 COXE RD,TRYON,NC,28782,2,90,2382 COXE RD,TRYON,NC,28782, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
317766.18839742,177826.628200341,1928,NC0175485,Non-Community Transient,POLK,SILVER CREEK CAMPGROUND LLC,18746,W01,Groundwater,WELL #1,Permanent,70,310,ASHEVILLE REGIONAL OFFICE,SILVER CREEK CAMPGROUND,3111 SILVER CREEK RD,MILL SPRING,NC,28756,34,100,3111 SILVER CREEK RD,MILL SPRING,NC,28756, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
317502.234297414,184533.919600341,1929,NC0175490,Non-Transient Non-Community,POLK,PAVILLON INTERNATIONAL_175490,18748,W01,Groundwater,WELL #1,Permanent,35,305,ASHEVILLE REGIONAL OFFICE,PAVILLON INTERNATIONAL,241 PAVILLON PLACE,MILL SPRING,NC,28756,1,99,241 PAVILLON PLACE,MILL SPRING,NC,28756, , ,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
477617.550397423,222484.206900349,1930,NC0180010,Community,ROWAN,CITY OF SALISBURY,39142,S01,Surface Water,YADKIN RIVER,Permanent,0,0,MOORESVILLE REGIONAL OFFICE,SALISBURY-ROWAN,405 N JACKSON ST,SALISBURY,NC,28144,20791,48859,PO BOX 479,SALISBURY,NC,28144,WS-IV,Direct Stream,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
457919.568297427,221504.070700349,1931,NC0180050,Community,ROWAN,"CLEVELAND, TOWN OF",18764,S01,Groundwater,WELL #1,Permanent,125,500,MOORESVILLE REGIONAL OFFICE,"CLEVELAND, TOWN OF",-,CLEVELAND,NC,27013,385,872,302 E MAIN STREET,CLEVELAND,NC,27013-8414, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
458065.113697421,221015.166100347,1932,NC0180050,Community,ROWAN,"CLEVELAND, TOWN OF",18765,S02,Groundwater,WELL #2,Permanent,35,645,MOORESVILLE REGIONAL OFFICE,"CLEVELAND, TOWN OF",-,CLEVELAND,NC,27013,385,872,302 E MAIN STREET,CLEVELAND,NC,27013-8414, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
457217.393897424,220808.370600346,1933,NC0180050,Community,ROWAN,"CLEVELAND, TOWN OF",18766,S03,Groundwater,WELL #3,Permanent,125,482,MOORESVILLE REGIONAL OFFICE,"CLEVELAND, TOWN OF",-,CLEVELAND,NC,27013,385,872,302 E MAIN STREET,CLEVELAND,NC,27013-8414, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
476943.223697428,203984.645200344,1934,NC0180055,Community,ROWAN,"FAITH, TOWN OF",18769,S03,Groundwater,WELL #3,Permanent,40,300,MOORESVILLE REGIONAL OFFICE,"FAITH, TOWN OF",-,FAITH,NC,28041,508,1291,PO BOX 37,FAITH,NC,28041, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
476965.706397425,204052.548600344,1935,NC0180055,Community,ROWAN,"FAITH, TOWN OF",18770,S04,Groundwater,WELL #4,Permanent,10,300,MOORESVILLE REGIONAL OFFICE,"FAITH, TOWN OF",-,FAITH,NC,28041,508,1291,PO BOX 37,FAITH,NC,28041, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
477771.592997429,204227.210800348,1936,NC0180055,Community,ROWAN,"FAITH, TOWN OF",18771,S05,Groundwater,WELL #5,Permanent,130,388,MOORESVILLE REGIONAL OFFICE,"FAITH, TOWN OF",-,FAITH,NC,28041,508,1291,PO BOX 37,FAITH,NC,28041, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
477850.830797424,204222.499500347,1937,NC0180055,Community,ROWAN,"FAITH, TOWN OF",66799,S06,Groundwater,WELL #6,Permanent,140,505,MOORESVILLE REGIONAL OFFICE,"FAITH, TOWN OF",-,FAITH,NC,28041,508,1291,PO BOX 37,FAITH,NC,28041, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
453913.818197423,193344.986000348,1938,NC0180065,Community,ROWAN,"KANNAPOLIS, CITY OF",39149,K02,Surface Water,CODDLE CREEK,Permanent,0,0,MOORESVILLE REGIONAL OFFICE,"KANNAPOLIS, CITY OF",-,KANNAPOLIS,NC,28081,49919,49921,401 LAUREATE WAY,KANNAPOLIS,NC,28081,WS-II,Class 1,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
460250.377197424,196777.042900346,1939,NC0180065,Community,ROWAN,"KANNAPOLIS, CITY OF",39150,K01,Surface Water,KANNAPOLIS LAKE,Permanent,0,0,MOORESVILLE REGIONAL OFFICE,"KANNAPOLIS, CITY OF",-,KANNAPOLIS,NC,28081,49919,49921,401 LAUREATE WAY,KANNAPOLIS,NC,28081,WS-III,Class 1,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
462508.671397419,215831.108700348,1940,NC0180065,Community,ROWAN,"KANNAPOLIS, CITY OF",39151,K03,Surface Water,SECOND CREEK/BACK CREEK,Permanent,0,0,MOORESVILLE REGIONAL OFFICE,"KANNAPOLIS, CITY OF",-,KANNAPOLIS,NC,28081,49919,49921,401 LAUREATE WAY,KANNAPOLIS,NC,28081,WS-II,Direct Stream,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
471957.259097423,202014.272000343,1941,NC0180104,Community,ROWAN,AQUA NORTH CAROLINA INC.,18777,S01,Groundwater,WELL #1,Permanent,75,420,MOORESVILLE REGIONAL OFFICE,BOSTIAN HEIGHTS WTR SYSTEM,-,CHINA GROVE,NC,28081,44,112,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
468502.627197425,211636.062100342,1942,NC0180108,Community,ROWAN,AQUA NORTH CAROLINA INC.,18787,S01,Groundwater,WELL #1,Permanent,50,165,MOORESVILLE REGIONAL OFFICE,CRESTVIEW S/D,EAST CHAMBLEE DR,SALISBURY,NC,28145,53,135,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
468654.792097423,211752.618100347,1943,NC0180108,Community,ROWAN,AQUA NORTH CAROLINA INC.,18788,S02,Groundwater,WELL #2,Permanent,50,0,MOORESVILLE REGIONAL OFFICE,CRESTVIEW S/D,EAST CHAMBLEE DR,SALISBURY,NC,28145,53,135,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
474289.032897425,220855.873800343,1944,NC0180110,Community,ROWAN,CORRIHER WATER SERVICE INC,18791,S01,Groundwater,WELL #1,Permanent,20,276,MOORESVILLE REGIONAL OFFICE,FAIRFIELD ACRES,KINGS DR,SALISBURY,NC,28144,61,158,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
474305.592597421,220832.101500349,1945,NC0180110,Community,ROWAN,CORRIHER WATER SERVICE INC,18792,S02,Groundwater,WELL #2,Permanent,20,150,MOORESVILLE REGIONAL OFFICE,FAIRFIELD ACRES,KINGS DR,SALISBURY,NC,28144,61,158,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
490288.474197423,205728.147600349,1946,NC0180111,Community,ROWAN,FISHERMANS COVE HOA,18793,FC1,Groundwater,WELL #4,Permanent,30,160,MOORESVILLE REGIONAL OFFICE,FISHERMAN`S COVE WATER SYSTEM,-,SALISBURY,NC,28145,137,348,"ATTN:  DIANE WALLACE, PRESIDENT",SALISBURY,NC,28145, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
490325.377097424,206009.912900345,1947,NC0180111,Community,ROWAN,FISHERMANS COVE HOA,18794,FC2,Groundwater,WELL #5,Permanent,10,160,MOORESVILLE REGIONAL OFFICE,FISHERMAN`S COVE WATER SYSTEM,-,SALISBURY,NC,28145,137,348,"ATTN:  DIANE WALLACE, PRESIDENT",SALISBURY,NC,28145, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
479756.858197426,219770.772400346,1948,NC0180114,Community,ROWAN,AQUA NORTH CAROLINA INC.,18797,S01,Groundwater,WELL #1,Permanent,20,225,MOORESVILLE REGIONAL OFFICE,SPENCER FOREST,-,SPENCER,NC,28159,62,157,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
479700.069697421,219791.787500348,1949,NC0180114,Community,ROWAN,AQUA NORTH CAROLINA INC.,18798,S02,Groundwater,WELL #2,Permanent,30,275,MOORESVILLE REGIONAL OFFICE,SPENCER FOREST,-,SPENCER,NC,28159,62,157,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
459025.770697424,197269.655300345,1950,NC0180115,Community,ROWAN,"NARUS, RYAN",18799,S01,Groundwater,WELL #1,Permanent,50,131,MOORESVILLE REGIONAL OFFICE,GADDY MHP,MOBILE HOME DRIVE,KANNAPOLIS,NC,28081,30,76,"465 S, ORLANDO AVE. #213",MAITLAND,FL,32751, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
466760.378497425,204606.464600347,1951,NC0180123,Community,ROWAN,AQUA NORTH CAROLINA INC.,18810,S01,Groundwater,WELL #1,Permanent,42,305,MOORESVILLE REGIONAL OFFICE,WESTHAVEN MHP,-,CHINA GROVE,NC,28023,34,86,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
476290.925797422,219635.705600344,1952,NC0180124,Community,ROWAN,AQUA NORTH CAROLINA INC.,18811,S01,Groundwater,WELL #1,Permanent,20,248,MOORESVILLE REGIONAL OFFICE,KIMBERLY COURT,SUSAN LANE,SALISBURY,NC,00000,27,69,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
483361.028997425,216232.434700347,1953,NC0180130,Community,ROWAN,"SAAED, NASRIN",18816,S01,Groundwater,WELL #1,Permanent,30,125,MOORESVILLE REGIONAL OFFICE,MOBIL LODGE MHP,1445 LONG FERRY RD,SALISBURY,NC,28146,37,94,5703 DURSTON COURT,CHARLOTTE,NC,28269, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
458413.015997421,197129.69510035,1954,NC0180147,Community,ROWAN,CORRIHER WATER SERVICE INC,18830,S01,Groundwater,WELL #1,Permanent,100,200,MOORESVILLE REGIONAL OFFICE,TANGLEWOOD S/D,-,KANNAPOLIS,NC,28081,91,231,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
457944.855197424,196640.501200348,1955,NC0180147,Community,ROWAN,CORRIHER WATER SERVICE INC,18831,S02,Groundwater,WELL #2,Permanent,100,400,MOORESVILLE REGIONAL OFFICE,TANGLEWOOD S/D,-,KANNAPOLIS,NC,28081,91,231,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
476340.318997425,205167.198300345,1956,NC0180159,Community,ROWAN,AQUA NORTH CAROLINA INC.,18844,S02,Groundwater,WELL #2,Permanent,20,205,MOORESVILLE REGIONAL OFFICE,OLD FARM DEVELOPMENT,-,SALISBURY,NC,28146,84,213,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
476387.562797421,205383.186600346,1957,NC0180159,Community,ROWAN,AQUA NORTH CAROLINA INC.,18845,S01,Groundwater,WELL #1,Permanent,63,395,MOORESVILLE REGIONAL OFFICE,OLD FARM DEVELOPMENT,-,SALISBURY,NC,28146,84,213,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
460285.551197421,202395.005900346,1958,NC0180161,Community,ROWAN,CORRIHER WATER SERVICE INC,18847,S01,Groundwater,WELL #1,Permanent,18,305,MOORESVILLE REGIONAL OFFICE,EDGEWOOD S/D,DOGWOOD DRIVE,CHINA GROVE,NC,28023,102,259,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
460900.722797426,202227.485800346,1959,NC0180161,Community,ROWAN,CORRIHER WATER SERVICE INC,18848,S02,Groundwater,WELL #4,Permanent,9.5,365,MOORESVILLE REGIONAL OFFICE,EDGEWOOD S/D,DOGWOOD DRIVE,CHINA GROVE,NC,28023,102,259,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
454128.921197425,197922.750400344,1960,NC0180178,Community,ROWAN,AQUA NORTH CAROLINA INC.,18869,S01,Groundwater,WELL #1,Permanent,110,200,MOORESVILLE REGIONAL OFFICE,GREEN ACRES MHP,-,ENOCHVILLE,NC,28023,47,119,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
462286.965097424,201426.124400349,1961,NC0180182,Community,ROWAN,CORRIHER WATER SERVICE INC,18872,S01,Groundwater,WELL #1,Permanent,100,190,MOORESVILLE REGIONAL OFFICE,OAKLAND S/D,-,CHINA GROVE,NC,28023,46,119,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
471462.316997427,204621.900800347,1962,NC0180183,Community,ROWAN,CORRIHER WATER SERVICE INC,18873,S01,Groundwater,WELL #1,Permanent,18,290,MOORESVILLE REGIONAL OFFICE,SAFRIT ANNEX WATER SYSTEM,MILTON STREET,CHINA GROVE,NC,28023,20,51,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
473450.359597426,201500.153100345,1963,NC0180184,Community,ROWAN,CORRIHER WATER SERVICE INC,18874,S01,Groundwater,WELL #1,Permanent,30,300,MOORESVILLE REGIONAL OFFICE,HAPPY HOLLOW S/D,HAPPY HOLLOW RD,ROCKWELL,NC,28023,44,112,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
473608.845497426,201626.348600345,1964,NC0180184,Community,ROWAN,CORRIHER WATER SERVICE INC,18875,S02,Groundwater,WELL #2,Permanent,18,200,MOORESVILLE REGIONAL OFFICE,HAPPY HOLLOW S/D,HAPPY HOLLOW RD,ROCKWELL,NC,28023,44,112,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
476428.520197425,222872.47260035,1965,NC0180186,Community,ROWAN,AQUA NORTH CAROLINA INC.,18877,S01,Groundwater,WELL #1,Permanent,15,205,MOORESVILLE REGIONAL OFFICE,BETHAVEN WATER SYSTEM,-,SALISBURY,NC,28144,26,66,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
471337.084497427,215489.295600345,1966,NC0180187,Community,ROWAN,AQUA NORTH CAROLINA INC.,18878,S01,Groundwater,WELL #1,Permanent,50,465,MOORESVILLE REGIONAL OFFICE,WESTWOOD MHP & S/D,HARRISON RD,SALISBURY,NC,28144,251,638,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
470475.401497427,215069.983000346,1967,NC0180187,Community,ROWAN,AQUA NORTH CAROLINA INC.,18880,S03,Groundwater,WELL #3,Permanent,50,500,MOORESVILLE REGIONAL OFFICE,WESTWOOD MHP & S/D,HARRISON RD,SALISBURY,NC,28144,251,638,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
461572.797997426,203660.020500345,1968,NC0180188,Community,ROWAN,CORRIHER WATER SERVICE INC,18881,S01,Groundwater,WELL #1,Permanent,42,285,MOORESVILLE REGIONAL OFFICE,DOGWOOD ESTATES,DOGWOOD DR,CHINA GROVE,NC,28023,25,64,P O BOX 7,LANDIS,NC,28088, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
458977.140797425,207017.656800348,1969,NC0180190,Community,ROWAN,AQUA NORTH CAROLINA INC.,18882,S01,Groundwater,WELL #1,Permanent,82,280,MOORESVILLE REGIONAL OFFICE,MEADOWCREEK ESTATES,MEADOW CREEK DR,CHINA GROVE,NC,28023,35,89,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
455977.667097422,197345.896600349,1970,NC0180191,Community,ROWAN,AQUA NORTH CAROLINA INC.,18883,S01,Groundwater,WELL #1,Permanent,60,89,MOORESVILLE REGIONAL OFFICE,WRIGHT & BEAVER RD MHP,WRIGHT RD,ENOCHVILLE,NC,28023,14,36,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
455992.19299742,197378.490900345,1971,NC0180191,Community,ROWAN,AQUA NORTH CAROLINA INC.,18884,S02,Groundwater,WELL #2,Permanent,60,200,MOORESVILLE REGIONAL OFFICE,WRIGHT & BEAVER RD MHP,WRIGHT RD,ENOCHVILLE,NC,28023,14,36,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
475016.408997427,204154.063000347,1972,NC0180193,Community,ROWAN,AQUA NORTH CAROLINA INC.,18888,S01,Groundwater,WELL #1,Permanent,28,185,MOORESVILLE REGIONAL OFFICE,SHADE TREE ACRES,MAPLE CIRCLE,FAITH,NC,00000,12,31,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
453211.992597426,222678.023200352,1973,NC0180194,Community,ROWAN,"REDMOND, JIM",18889,S01,Groundwater,WELL #1,Permanent,38,605,MOORESVILLE REGIONAL OFFICE,CEDAR GLENN MHP INC,-,CLEVELAND,NC,27013,78,198,486 CEDAR GLEN CIRCLE,CLEVELAND,NC,27013, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
453196.628397423,222497.091500346,1974,NC0180194,Community,ROWAN,"REDMOND, JIM",18890,S02,Groundwater,WELL #2,Permanent,75,305,MOORESVILLE REGIONAL OFFICE,CEDAR GLENN MHP INC,-,CLEVELAND,NC,27013,78,198,486 CEDAR GLEN CIRCLE,CLEVELAND,NC,27013, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
457516.38099742,196430.59450035,1975,NC0180195,Community,ROWAN,AQUA NORTH CAROLINA INC.,18891,S01,Groundwater,WELL #1,Permanent,40,166,MOORESVILLE REGIONAL OFFICE,ENOCH AVE & TURNER DR MHP,TURNER DRIVE,KANNAPOLIS,NC,28081,28,71,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
457503.936597426,196445.783400346,1976,NC0180195,Community,ROWAN,AQUA NORTH CAROLINA INC.,18892,S02,Groundwater,WELL #2,Permanent,20,0,MOORESVILLE REGIONAL OFFICE,ENOCH AVE & TURNER DR MHP,TURNER DRIVE,KANNAPOLIS,NC,28081,28,71,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
470032.475397426,213475.104300346,1977,NC0180196,Community,ROWAN,AQUA NORTH CAROLINA INC.,18893,S01,Groundwater,WELL #1,Permanent,80,900,MOORESVILLE REGIONAL OFFICE,WINDMILL RIDGE S/D,HWY 150,SALISBURY,NC,28144,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
469650.067197422,213548.512400342,1978,NC0180196,Community,ROWAN,AQUA NORTH CAROLINA INC.,18894,S02,Groundwater,WELL #2,Permanent,50,720,MOORESVILLE REGIONAL OFFICE,WINDMILL RIDGE S/D,HWY 150,SALISBURY,NC,28144,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
473188.793397423,223865.920800345,1979,NC0180197,Non-Community Transient,ROWAN,"CAROLINA ROSE RV, LLC",18895,S01,Groundwater,WELL #1,Permanent,7,145,MOORESVILLE REGIONAL OFFICE,CAROLINA ROSE CAMPGROUND #1,185 JIM NEELY DRIVE,SALISBURY,NC,28144,40,25,PO BOX 173089,TAMPA,FL,33672, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
472026.671997424,203897.279000346,1980,NC0180199,Community,ROWAN,AQUA NORTH CAROLINA INC.,18897,S01,Groundwater,WELL #1,Permanent,28,205,MOORESVILLE REGIONAL OFFICE,PINE MEADOWS S/D,MCFARLAND DR,SALISBURY,NC,28144,41,104,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
466010.710497427,215782.552900346,1981,NC0180201,Community,ROWAN,"HERNANDEZ ROJAS, LUCYA SHANTALL",18903,S01,Groundwater,WELL #1,Permanent,60,290,MOORESVILLE REGIONAL OFFICE,GREEN ACRES MHP,SHERRILLS FORD RD,SALISBURY,NC,28144,28,71,1009 MEAH LANE LOT 9,SALISBURY,NC,28147, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
467373.679397422,207761.800700348,1982,NC0180212,Community,ROWAN,AQUA NORTH CAROLINA INC.,18923,S01,Groundwater,WELL #1,Permanent,30,0,MOORESVILLE REGIONAL OFFICE,KNOLL VIEW S/D,KNOLLVIEW DR,CHINA GROVE,NC,28023,70,178,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
