X,Y,objectid,pws_id,pws_type,county,owner,federal_id,state_id,source_typ,source_nam,source_ava,well_yield,well_depth,reg_name,system_nam,system_add,system_cit,system_sta,system_zip,system_con,system_pop,owner_addr,owner_city,owner_stat,owner_zip,wsw_class,intake_loc,pws_type_d
310403.986297421,243564.71240034,1,NC0100010,Community,YANCEY,"BURNSVILLE, TOWN OF",39013,S01,Surface Water,CANE RIVER,Permanent,0,0,ASHEVILLE REGIONAL OFFICE,"BURNSVILLE, TOWN OF",690 RESERVOIR RD,BURNSVILLE,NC,28714,1602,4069,PO BOX 97,BURNSVILLE,NC,28714,WS-II,Direct Stream,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
319651.873697421,228075.114400338,2,NC0100103,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11245,W01,Groundwater,WELL #1,Permanent,125,300,ASHEVILLE REGIONAL OFFICE,MT MITCHELL LANDS,608 SOUTH TOE RIVER RD,MICAVILLE,NC,28755,246,650,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
319576.260297415,228198.884500341,3,NC0100103,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11246,W03,Groundwater,WELL #3,Permanent,84,500,ASHEVILLE REGIONAL OFFICE,MT MITCHELL LANDS,608 SOUTH TOE RIVER RD,MICAVILLE,NC,28755,246,650,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
319937.907797418,228438.289100341,4,NC0100103,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11247,W3A,Groundwater,WELL #3A,Permanent,57,600,ASHEVILLE REGIONAL OFFICE,MT MITCHELL LANDS,608 SOUTH TOE RIVER RD,MICAVILLE,NC,28755,246,650,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
320807.068897418,228501.512100339,5,NC0100103,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11248,W04,Groundwater,WELL #4,Permanent,54,220,ASHEVILLE REGIONAL OFFICE,MT MITCHELL LANDS,608 SOUTH TOE RIVER RD,MICAVILLE,NC,28755,246,650,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
307192.408697417,240040.798300346,6,NC0100105,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11251,W01,Groundwater,WELL #1,Permanent,14,650,ASHEVILLE REGIONAL OFFICE,MOUNTAIN AIR,8 BALL RD,BURNSVILLE,NC,28714,464,603,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
307349.753497421,239982.758300338,7,NC0100105,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11252,W02,Groundwater,WELL #2,Permanent,15,606,ASHEVILLE REGIONAL OFFICE,MOUNTAIN AIR,8 BALL RD,BURNSVILLE,NC,28714,464,603,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
306857.220697418,241392.370000342,8,NC0100105,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11253,W03,Groundwater,WELL #3,Permanent,7,500,ASHEVILLE REGIONAL OFFICE,MOUNTAIN AIR,8 BALL RD,BURNSVILLE,NC,28714,464,603,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
306505.064797424,243141.410600338,9,NC0100105,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11254,W07,Groundwater,WELL #7,Permanent,250,455,ASHEVILLE REGIONAL OFFICE,MOUNTAIN AIR,8 BALL RD,BURNSVILLE,NC,28714,464,603,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
306502.703597421,243146.375100343,10,NC0100105,Community,YANCEY,CAROLINA WATER SERVICE INC OF NC,11255,W08,Groundwater,WELL #8,Permanent,250,658,ASHEVILLE REGIONAL OFFICE,MOUNTAIN AIR,8 BALL RD,BURNSVILLE,NC,28714,464,603,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
320600.835597419,249269.325000342,11,NC0100438,Non-Community Transient,YANCEY,DOUBLE ISLAND BAPTIST CHURCH,11294,W01,Groundwater,WELL #1,Permanent,18,325,ASHEVILLE REGIONAL OFFICE,DOUBLE ISLAND BAPTIST CHURCH,5170 DOUBLE ISLAND ROAD,GREEN MOUNTAIN,NC,28740,2,125,5170 DOUBLE ISLAND RD,GREEN MOUNTAIN,NC,28740, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
316686.117597423,253177.669100344,12,NC0100440,Non-Community Transient,YANCEY,COVEY ROCK FWB CHURCH,11296,W02,Groundwater,WELL #2,Permanent,12,225,ASHEVILLE REGIONAL OFFICE,COVEY ROCK FWB CHURCH,-,GREEN MOUNTAIN,NC,28740,3,110,7130 ST HWY 197 NORTH,GREEN MOUNTAIN,NC,28740, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
314563.976597419,241591.269800341,13,NC0100449,Non-Community Transient,YANCEY,BOLEN'S CREEK BAPTIST CHURCH,65011,W02,Groundwater,WELL #2,Permanent,0.5,605,ASHEVILLE REGIONAL OFFICE,BOLEN`S CREEK BAPTIST CHURCH,19 HEAVENLY LANE,BURNSVILLE,NC,28714,1,120,260 WINDOM COVE,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
312281.510697424,240882.11240034,14,NC0100452,Non-Community Transient,YANCEY,LOW GAP FWB CHURCH,11308,W01,Groundwater,WELL #1,Permanent,15,205,ASHEVILLE REGIONAL OFFICE,LOW GAP FWB CHURCH,3383 BOLENS CREEK ROAD,BURNSVILLE,NC,28714,2,65,92 BEE BRANCH RD,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
320338.762497417,240240.586100342,15,NC0100454,Non-Community Transient,YANCEY,YANCEY COUNTY COMMISSIONERS,74024,W02,Groundwater,WELL #2,Permanent,25,325,ASHEVILLE REGIONAL OFFICE,TOE RIVER CAMPGROUND,225 BLUE ROCK RD,MICAVILLE,NC,00000,73,185,110  TOWN SQUARE RM 11,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
306866.030197419,245044.187600344,16,NC0100455,Adjacent,YANCEY,"WESTVEER, CHRIS",11311,W01,Groundwater,WELL #1,Permanent,10,0,ASHEVILLE REGIONAL OFFICE,RIVER SIDE MHP,-,BURNSVILLE,NC,28714,13,24,599 CARTERS RIDGE RD,SPRUCE PINE,NC,28777, , ,"(State Definition) 2+ systems that are adjacent, owned or operated by same supplier of water, and together serve 15+ connections or 25+ people."
321785.231997422,234201.05630034,17,NC0100459,Non-Transient Non-Community,YANCEY,ARTHUR MORGAN SCHOOL INC.,11317,W01,Groundwater,WELL #1,Permanent,180,0,ASHEVILLE REGIONAL OFFICE,ARTHUR MORGAN SCHOOL,-,BURNSVILLE,NC,28714,7,42,60 AMS CIRCLE,BURNSVILLE,NC,28714, , ,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
313544.27499742,255263.813600345,18,NC0100464,Non-Community Transient,YANCEY,NORTH BEND FWB CHURCH,71370,W01,Groundwater,WELL #1,Permanent,3,605,ASHEVILLE REGIONAL OFFICE,NORTH BEND FWB CHURCH,-,GREEN MOUNTAIN,NC,28740,4,60,353 FAIRVIEW CEMETERY RD,GREENE MOUNTAIN,NC,28740, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
300871.433297416,245260.736300344,19,NC0100474,Non-Transient Non-Community,YANCEY,"ZAJAC, CHRIS",11329,W01,Groundwater,WELL 1,Permanent,180,97,ASHEVILLE REGIONAL OFFICE,BALD CREEK CHILD DEVELOPMENT,57 PLEASANT VALLEY ROAD,BURNSVILLE,NC,28714,1,25,201 WOODLAND CT.,BLACK MOUNTAIN,NC,28711, , ,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
314268.542697419,227786.044400342,20,NC0100487,Non-Community Transient,YANCEY,MT MITCHELL STATE PARK,11344,SP1,Groundwater,SPRING,Permanent,25,0,ASHEVILLE REGIONAL OFFICE,MT MITCHELL STATE PARK,2388 STATE HWY 128,BURNSVILLE,NC,28714,9,2400,2388 STATE HWY 128,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
314195.580697417,227573.319000343,21,NC0100487,Non-Community Transient,YANCEY,MT MITCHELL STATE PARK,11345,W01,Groundwater,WELL #1,Permanent,10,750,ASHEVILLE REGIONAL OFFICE,MT MITCHELL STATE PARK,2388 STATE HWY 128,BURNSVILLE,NC,28714,9,2400,2388 STATE HWY 128,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
321599.888897418,236494.035300344,22,NC0100488,Non-Transient Non-Community,YANCEY,YANCEY CO SCHOOL BOARD,11346,W01,Groundwater,WELL 1,Permanent,6,550,ASHEVILLE REGIONAL OFFICE,SOUTH TOE ELEM SCHOOL,-,BURNSVILLE,NC,28714,1,119,PO BOX 190,BURNSVILLE,NC,28714, , ,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
325381.905397421,233374.457500344,23,NC0100491,Non-Community Transient,YANCEY,BLUE RIDGE PARKWAY_MULTIPLE,11349,W01,Groundwater,WELL #1,Permanent,25,365,ASHEVILLE REGIONAL OFFICE,CRABTREE FALLS,-,BLUE RIDGE PKY,NC,28714,6,40,199 HEMPHILL KNOB RD (HEADQUARTERS),ASHEVILLE,NC,28803, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
320318.475797423,232570.986600343,24,NC0100494,Non-Community Transient,YANCEY,US FOREST SERVICE-ASHEVILLE,11354,S03,Groundwater,WELL #3,Permanent,50,400,ASHEVILLE REGIONAL OFFICE,CAROLINA HEMLOCKS CMPGP,-,BURNSVILLE,NC,28714,13,100,160 ZILLICOA ST,ASHEVILLE,NC,28801-1082, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
315966.640597415,242290.83160034,25,NC0100503,Non-Community Transient,YANCEY,HIGH PASTURES,11364,W01,Groundwater,WELL #1,Permanent,37,137,ASHEVILLE REGIONAL OFFICE,HIGH PASTURES,290 KINGS HIGHWAY,BURNSVILLE,NC,28714,6,50,290 KINGS HIGHWAY,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
320789.803697421,238935.030800344,26,NC0100505,Non-Community Transient,YANCEY,"MCCOOL, JOE",11366,W02,Groundwater,WELL #2,Permanent,20,350,ASHEVILLE REGIONAL OFFICE,POPLAR GROVE MINI MART,3861 HWY 80 SOUTH,BURNSVILLE,NC,28714,12,25,PO BOX 14,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
298773.161297417,245357.749600343,27,NC0100508,Non-Community Transient,YANCEY,MT PLEASANT BAPTIST CHURCH_100508,11369,S01,Groundwater,WELL#1,Permanent,6,0,ASHEVILLE REGIONAL OFFICE,MT PLEASANT BAPTIST CHURCH,151 SCRONCE CREEK ROAD,BURNSVILLE,NC,28714,2,120,151 SCRONCE CREEK ROAD,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
316270.679897419,244901.919400342,28,NC0100511,Non-Community Transient,YANCEY,WINDOM UNITED METH CHURCH,11371,W01,Groundwater,WELL #1,Permanent,10,185,ASHEVILLE REGIONAL OFFICE,WINDOM UNITED METH CHURCH,19 SLEEPY HOLLOW RD,BURNSVILE,NC,28714,1,40,19 SLEEPY HOLLOW RD.,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
302562.331997422,245090.139100339,29,NC0100513,Non-Transient Non-Community,YANCEY,BNA INC SUMMIT BLDG SUPPLY_0100513,11373,W01,Groundwater,WELL #1,Permanent,30,178,ASHEVILLE REGIONAL OFFICE,SUMMIT BUILDING SUPPLY,252 POSSUM TROT RD,BURNSVILLE,NC,28714,1,28,252 POSSUM TROT RD,BURNSVILLE,NC,28714, , ,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
305135.326597421,250456.37790034,30,NC0100514,Non-Community Transient,YANCEY,HIGGINS FWB CHURCH_0100514,11374,W01,Groundwater,WELL #1,Permanent,2,668,ASHEVILLE REGIONAL OFFICE,HIGGINS FWB CHURCH,100 HAWK BRANCH ROAD,BURNSVILLE,NC,28714,2,85,99 HAWKVIEW DR,BURNSVILLE,NC,28714, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
402505.616197423,231562.893800342,31,NC0102106,Community,ALEXANDER,AQUA NORTH CAROLINA INC.,11381,S02,Groundwater,WELL #2,Permanent,60,0,MOORESVILLE REGIONAL OFFICE,HILLSBORO S/D,175 DOGWOOD ACRES LANE,HICKORY,NC,28601,67,170,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
402503.05119742,231573.162900347,32,NC0102106,Community,ALEXANDER,AQUA NORTH CAROLINA INC.,11382,S01,Groundwater,WELL #4,Permanent,70,100,MOORESVILLE REGIONAL OFFICE,HILLSBORO S/D,175 DOGWOOD ACRES LANE,HICKORY,NC,28601,67,170,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
401674.76209742,233609.667700347,33,NC0102127,Community,ALEXANDER,AQUA NORTH CAROLINA INC.,11406,S01,Groundwater,WELL #1,Permanent,14,350,MOORESVILLE REGIONAL OFFICE,FIVE OAKS S/D,FIVE OAKS LANE,BETHLEHEM,NC,28678,39,99,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
401599.969397422,233794.182200341,34,NC0102127,Community,ALEXANDER,AQUA NORTH CAROLINA INC.,11407,S02,Groundwater,WELL #2,Permanent,39,0,MOORESVILLE REGIONAL OFFICE,FIVE OAKS S/D,FIVE OAKS LANE,BETHLEHEM,NC,28678,39,99,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
427169.391797426,254483.198100345,35,NC0102131,Non-Community Transient,ALEXANDER,"LINNEY V, WILLIAM C",11409,S02,Groundwater,WELL #1,Permanent,20,265,MOORESVILLE REGIONAL OFFICE,LINNEY`S WATER MILL,4635 LINNEY'S MILL RD,UNION GROVE,NC,28689,25,64,4635 LINNEY'S MILL RD,UNION GROVE,NC,28689, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
425316.498997424,239686.779800344,36,NC0102132,Non-Community Transient,ALEXANDER,"KORTE, JIMMY",11410,S01,Groundwater,WELL #1,Permanent,10,0,MOORESVILLE REGIONAL OFFICE,HIDDENITE FAMILY CAMPGROUND,601 PRINCESS LANE,HIDDENITE,NC,28636,35,25,PO BOX 547,HIDDENITE,NC,28636, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
398643.577097425,230832.342300344,37,NC0102418,Non-Community Transient,ALEXANDER,"HENSLEY, RICK",11429,W01,Groundwater,WELL #1,Permanent,70,0,MOORESVILLE REGIONAL OFFICE,RIVERS EDGE MARINA,5803 ICARD RIDGE RD,HICKORY,NC,28601,2,50,195 BOST RD,MORGANTON,NC,28655, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
411843.963997427,253534.582500348,38,NC0102447,Non-Community Transient,ALEXANDER,SUGARLOAF ORCHARDS,11458,W01,Groundwater,WELL #1,Permanent,10,0,MOORESVILLE REGIONAL OFFICE,SUGARLOAF APPLEHOUSE,7415 HWY 16 N,TAYLORSVILLE,NC,28681,1,50,7415 HWY 16 NORTH,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
403969.632497425,250369.840900343,39,NC0102484,Non-Community Transient,ALEXANDER,POPLAR SPRING BAPTIST CHURCH_0102484,11494,S01,Groundwater,WELL #1,Permanent,10,0,MOORESVILLE REGIONAL OFFICE,POPLAR SPRING BAPTIST CHURCH,4710 ALL HEALING SPRINGS RD,TAYLORSVILLE,NC,28681,1,120,5021 NC HWY 16 NORTH,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
407816.358597422,233597.635500345,40,NC0102541,Non-Community Transient,ALEXANDER,"GANTT, MARK",11551,S01,Groundwater,WELL #1,Permanent,10,160,MOORESVILLE REGIONAL OFFICE,CROSSROADS GRILL,5585 RINK DAM RD,TAYLORSVILLE,NC,28681,1,75,6011 CHURCH RD,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
400097.230297427,242880.766300345,41,NC0102548,Non-Community Transient,ALEXANDER,OXFORD MEMORIAL BAPTIST CHURCH,11558,W01,Groundwater,WELL #1,Permanent,10,125,MOORESVILLE REGIONAL OFFICE,OXFORD MEMORIAL BAPT CH,2850 OLD NC 90,TAYLORSVILLE,NC,28681,2,175,2850 OLD NC 90,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
412338.129197422,255491.722700346,42,NC0102550,Non-Community Transient,ALEXANDER,"LOWE, PERRY",11560,W01,Groundwater,WELL #1,Permanent,10,0,MOORESVILLE REGIONAL OFFICE,PERRY LOWE APPLEHOUSE,8741 HWY 16N,MORAVIAN FALLS,NC,28654,2,25,4237 PRICE RD,MORAVIAN FALLS,NC,28654, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
407523.850797426,251920.431500344,43,NC0102555,Non-Community Transient,ALEXANDER,"BUMGARNER, TERRY",11563,W01,Groundwater,WELL #1,Permanent,4,580,MOORESVILLE REGIONAL OFFICE,LEBANON BAPTIST CHURCH,167 LEBANON CHURCH LANE,TAYLORSVILLE,NC,28681,1,125,234 BUMGARNER HOLLOW DRIVE,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
399186.401897424,247312.329100346,44,NC0102557,Non-Community Transient,ALEXANDER,DOVER BAPTIST CHURCH 0102557,11565,W01,Groundwater,WELL #1,Permanent,10,230,MOORESVILLE REGIONAL OFFICE,DOVER BAPTIST CHURCH,3525 DOVER CHURCH RD,TAYLORSVILLE,NC,28681,2,120,265 PA MOONEY LN,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
402353.940097424,236765.907400347,45,NC0102560,Non-Community Transient,ALEXANDER,FRIENDLY BAPTIST CHURCH_0102560,11567,W01,Groundwater,WELL #1,Permanent,11,80,MOORESVILLE REGIONAL OFFICE,FRIENDLY BAPTIST CHURCH,576 FRIENDLY CHURCH RD,TAYLORSVILLE,NC,28681,2,50,576 FRIENDLY CHURCH RD,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
412093.660797421,253389.007100344,46,NC0102563,Non-Community Transient,ALEXANDER,"DEAL, LINDSAY",11572,S02,Groundwater,WELL #2,Permanent,25,80,MOORESVILLE REGIONAL OFFICE,DEAL ORCHARDS INC,7400 NC HWY 16 NORTH,TAYLORSVILLE,NC,28681,1,50,7400 NC HWY 16 NORTH,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
407158.317097421,247628.369700342,47,NC0102565,Non-Community Transient,ALEXANDER,"MOSLEY, CARSEN",11573,W01,Groundwater,WELL #1,Permanent,5,405,MOORESVILLE REGIONAL OFFICE,THREE FORKS BAPTIST CHURCH,4685 THREE FORKS CHURCH RD,TAYLORSVILLE,NC,28681,1,350,4685 THREE FORKS CHURCH RD,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
427086.131697428,251687.362500345,48,NC0102571,Non-Community Transient,ALEXANDER,PILGRIM BAPTIST CHURCH_0102571,11576,W01,Groundwater,WELL #1,Permanent,60,400,MOORESVILLE REGIONAL OFFICE,PILGRIM BAPTIST CHURCH,965 PILGRIM CHURCH RD,HIDDENITE,NC,28636,1,70,965 PILGRIM CHURCH RD,HIDDENITE,NC,28636, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
403616.733397426,245996.490600348,49,NC0102572,Non-Community Transient,ALEXANDER,MOUNTAIN RIDGE BAPT CHURCH,11577,W01,Groundwater,WELL #1,Permanent,1,602,MOORESVILLE REGIONAL OFFICE,MOUNTAIN RIDGE BAPT CHURCH,1080 MOUNTAIN RIDGE CHURCH ROAD,TAYLORSVILLE,NC,28681,2,40,47 POPLAR VALLEY LN,TAYLORSIVLLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
418758.252097422,253537.789400345,50,NC0102584,Non-Community Transient,ALEXANDER,BETHEL MISSIONARY BAPTIST CH,11581,W01,Groundwater,WELL #1,Permanent,2,405,MOORESVILLE REGIONAL OFFICE,BETHEL MISSIONARY BAPTIST CH,2715 BETHEL CHURCH ROAD,TAYLORSVILLE,NC,28681,1,100,4240 VASHTI RD,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
410834.79679742,253800.331600344,51,NC0102588,Non-Community Transient,ALEXANDER,MOUNT OLIVE BAPTIST CHURCH,11585,W01,Groundwater,WELL #1,Permanent,10,405,MOORESVILLE REGIONAL OFFICE,MOUNT OLIVE BAPTIST CHURCH,210 MT OLIVE CHURCH RD EXT,TAYLORSVILLE,NC,28681,1,25,210 MT. OLIVE CHURCH RD. EXT.,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
415723.933397423,249920.371900346,52,NC0102592,Non-Community Transient,ALEXANDER,PLEASANT HILL BAPTIST CHURCH_0102592,65147,W02,Groundwater,WELL #2,Permanent,3,645,MOORESVILLE REGIONAL OFFICE,PLEASANT HILL BAPTIST CH,67 PLEASANT HILL CHURCH RD,TAYLORSVILLE,NC,28681,2,150,67 PLEASANT HILL CHURCH RD,TAYLORSVILLE,NC,28681, , ,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
418786.666897428,307579.815800341,53,NC0103010,Community,ALLEGHANY,SPARTA TOWN OF,11590,W01,Groundwater,WELL #1,Permanent,46,575,WINSTON-SALEM REGIONAL OFFICE,"SPARTA, TOWN OF",304 SOUTH MAIN STREET,SPARTA,NC,28675,1590,1900,PO BOX 99,SPARTA,NC,28675-0099, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
418221.615797427,307624.927900344,54,NC0103010,Community,ALLEGHANY,SPARTA TOWN OF,11591,W10,Groundwater,WELL #10,Permanent,25,500,WINSTON-SALEM REGIONAL OFFICE,"SPARTA, TOWN OF",304 SOUTH MAIN STREET,SPARTA,NC,28675,1590,1900,PO BOX 99,SPARTA,NC,28675-0099, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
417984.718997424,306870.302500341,55,NC0103010,Community,ALLEGHANY,SPARTA TOWN OF,11596,W17,Groundwater,WELL #17,Permanent,85,405,WINSTON-SALEM REGIONAL OFFICE,"SPARTA, TOWN OF",304 SOUTH MAIN STREET,SPARTA,NC,28675,1590,1900,PO BOX 99,SPARTA,NC,28675-0099, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
421155.064897422,305452.847600348,56,NC0103010,Community,ALLEGHANY,SPARTA TOWN OF,11598,W19,Groundwater,WELL #19,Permanent,60,525,WINSTON-SALEM REGIONAL OFFICE,"SPARTA, TOWN OF",304 SOUTH MAIN STREET,SPARTA,NC,28675,1590,1900,PO BOX 99,SPARTA,NC,28675-0099, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
418426.711197425,308506.793200342,57,NC0103010,Community,ALLEGHANY,SPARTA TOWN OF,11606,W09,Groundwater,WELL #9,Permanent,30,329,WINSTON-SALEM REGIONAL OFFICE,"SPARTA, TOWN OF",304 SOUTH MAIN STREET,SPARTA,NC,28675,1590,1900,PO BOX 99,SPARTA,NC,28675-0099, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
430669.689397429,296314.219600344,58,NC0103102,Community,ALLEGHANY,CAROLINA WATER SERVICE INC OF NC,11610,W01,Groundwater,WELL #1,Permanent,58,530,WINSTON-SALEM REGIONAL OFFICE,HIGH MEADOWS S/D,1288 COUNTRY CLUB ROAD (CLUBHOUSE),ROARING GAP,NC,28668,270,650,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
429071.336397429,296399.430900345,59,NC0103102,Community,ALLEGHANY,CAROLINA WATER SERVICE INC OF NC,11611,W02,Groundwater,WELL #2,Permanent,287,300,WINSTON-SALEM REGIONAL OFFICE,HIGH MEADOWS S/D,1288 COUNTRY CLUB ROAD (CLUBHOUSE),ROARING GAP,NC,28668,270,650,PO BOX 240908,CHARLOTTE,NC,28224-0908, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
432821.715097425,296588.348600347,60,NC0103104,Community,ALLEGHANY,ROARING GAP CLUB INC_103104,11613,RG1,Groundwater,WELL #1,Permanent,250,150,WINSTON-SALEM REGIONAL OFFICE,ROARING GAP CLUB INC,2663 ROARING GAP DRIVE (CLUBHOUSE),ROARING GAP,NC,28668,195,493,PO BOX 129,ROARING GAP,NC,28668, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
432711.165997429,296154.216000343,61,NC0103104,Community,ALLEGHANY,ROARING GAP CLUB INC_103104,11614,RG2,Groundwater,WELL #2,Permanent,200,150,WINSTON-SALEM REGIONAL OFFICE,ROARING GAP CLUB INC,2663 ROARING GAP DRIVE (CLUBHOUSE),ROARING GAP,NC,28668,195,493,PO BOX 129,ROARING GAP,NC,28668, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
432178.876197428,297035.023800341,62,NC0103104,Community,ALLEGHANY,ROARING GAP CLUB INC_103104,72641,RG4,Groundwater,WELL #4,Permanent,200,200,WINSTON-SALEM REGIONAL OFFICE,ROARING GAP CLUB INC,2663 ROARING GAP DRIVE (CLUBHOUSE),ROARING GAP,NC,28668,195,493,PO BOX 129,ROARING GAP,NC,28668, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
